Gender,Age,Education,Employment,Context
Male,60,High School Degree,Unemployed,precarious life
Male,38,No High School Degree,Unemployed,precarious life
Female,56,High School Degree,Employed,moderate stability
Female,59,No High School Degree,Employed,precarious life
Male,42,No High School Degree,Employed,precarious life
Female,44,No High School Degree,Employed,moderate stability
Female,46,No High School Degree,Employed,unstable life
Female,50,High School Degree,Unemployed,precarious life
Male,45,No High School Degree,Unemployed,moderate stability
Female,51,No High School Degree,Unemployed,stable and supportive life
Male,59,No High School Degree,Employed,moderate stability
Female,59,High School Degree,Unemployed,moderate stability
Male,49,No High School Degree,Employed,unstable life
Male,49,No High School Degree,Employed,precarious life
Male,37,No High School Degree,Employed,moderate stability
Female,46,No High School Degree,Unemployed,unstable life
Male,59,High School Degree,Unemployed,precarious life
Female,62,No High School Degree,Employed,precarious life
Female,46,No High School Degree,Unemployed,unstable life
Male,47,High School Degree,Unemployed,precarious life
Female,52,High School Degree,Employed,unstable life
Male,53,High School Degree,Employed,precarious life
Female,48,No High School Degree,Employed,unstable life
Male,49,Master,Unemployed,stable and supportive life
Female,45,No High School Degree,Employed,moderate stability
Female,48,No High School Degree,Unemployed,moderate stability
Female,50,High School Degree,Employed,stable and supportive life
Female,50,No High School Degree,Unemployed,precarious life
Male,51,High School Degree,Employed,unstable life
Female,48,High School Degree,Unemployed,moderate stability
Female,48,No High School Degree,Unemployed,moderate stability
Female,44,No High School Degree,Unemployed,moderate stability
Male,48,High School Degree,Unemployed,precarious life
Female,64,No High School Degree,Employed,unstable life
Female,56,High School Degree,Unemployed,precarious life
Female,49,No High School Degree,Employed,precarious life
Male,53,No High School Degree,Employed,moderate stability
Female,46,No High School Degree,Unemployed,moderate stability
Male,59,High School Degree,Employed,precarious life
Female,47,No High School Degree,Unemployed,stable and supportive life
Male,48,No High School Degree,Unemployed,moderate stability
Female,55,High School Degree,Employed,unstable life
Female,42,No High School Degree,Unemployed,unstable life
Male,45,No High School Degree,Employed,unstable life
Female,44,No High School Degree,Employed,unstable life
Male,54,No High School Degree,Employed,unstable life
Female,65,No High School Degree,Unemployed,unstable life
Female,67,High School Degree,Unemployed,precarious life
Female,57,Degree,Unemployed,unstable life
Female,49,No High School Degree,Unemployed,stable and supportive life
Female,41,No High School Degree,Employed,unstable life
Male,45,High School Degree,Employed,moderate stability
Male,45,No High School Degree,Unemployed,precarious life
Female,40,No High School Degree,Employed,stable and supportive life
Female,52,Degree,Employed,unstable life
Female,47,High School Degree,Employed,precarious life
Female,31,No High School Degree,Unemployed,stable and supportive life
Male,51,High School Degree,Unemployed,stable and supportive life
Female,39,No High School Degree,Employed,stable and supportive life
Male,54,No High School Degree,Employed,precarious life
Female,67,Degree,Unemployed,unstable life
Male,41,High School Degree,Unemployed,moderate stability
Male,27,No High School Degree,Employed,stable and supportive life
Male,47,No High School Degree,Unemployed,moderate stability
Male,56,No High School Degree,Employed,moderate stability
Female,65,No High School Degree,Employed,precarious life
Male,38,High School Degree,Unemployed,stable and supportive life
Male,56,No High School Degree,Unemployed,unstable life
Male,48,No High School Degree,Employed,precarious life
Male,50,No High School Degree,Unemployed,precarious life
Male,68,High School Degree,Unemployed,moderate stability
Male,42,No High School Degree,Unemployed,unstable life
Female,55,High School Degree,Unemployed,unstable life
Female,52,No High School Degree,Unemployed,moderate stability
Female,59,No High School Degree,Employed,precarious life
Male,49,No High School Degree,Employed,moderate stability
Male,55,Degree,Employed,unstable life
Female,47,High School Degree,Employed,precarious life
Female,51,No High School Degree,Unemployed,moderate stability
Male,52,No High School Degree,Unemployed,unstable life
Male,55,No High School Degree,Employed,precarious life
Male,51,No High School Degree,Employed,unstable life
Male,57,High School Degree,Employed,unstable life
Male,44,No High School Degree,Employed,stable and supportive life
Female,59,No High School Degree,Unemployed,precarious life
Female,46,No High School Degree,Employed,stable and supportive life
Female,40,No High School Degree,Unemployed,precarious life
Female,57,No High School Degree,Unemployed,moderate stability
Female,41,No High School Degree,Employed,stable and supportive life
Female,44,High School Degree,Employed,moderate stability
Female,46,No High School Degree,Employed,precarious life
Male,60,No High School Degree,Unemployed,precarious life
Male,36,No High School Degree,Unemployed,precarious life
Male,67,No High School Degree,Employed,stable and supportive life
Female,54,High School Degree,Unemployed,stable and supportive life
Female,46,High School Degree,Unemployed,stable and supportive life
Male,53,No High School Degree,Employed,unstable life
Female,49,No High School Degree,Employed,moderate stability
Male,49,High School Degree,Unemployed,stable and supportive life
Female,57,High School Degree,Unemployed,unstable life
Male,58,High School Degree,Unemployed,unstable life
Male,48,High School Degree,Unemployed,moderate stability
Male,47,High School Degree,Unemployed,moderate stability
Male,45,No High School Degree,Employed,stable and supportive life
Male,52,No High School Degree,Unemployed,unstable life
Male,54,High School Degree,Unemployed,stable and supportive life
Female,57,High School Degree,Unemployed,unstable life
Female,32,No High School Degree,Employed,unstable life
Male,57,No High School Degree,Employed,unstable life
Female,48,Degree,Employed,stable and supportive life
Female,48,No High School Degree,Employed,moderate stability
Male,47,High School Degree,Employed,moderate stability
Male,59,No High School Degree,Unemployed,precarious life
Male,52,Master,Unemployed,stable and supportive life
Male,45,No High School Degree,Employed,precarious life
Female,49,No High School Degree,Unemployed,stable and supportive life
Male,43,High School Degree,Employed,precarious life
Female,41,High School Degree,Employed,precarious life
Female,45,Degree,Employed,precarious life
Male,58,No High School Degree,Unemployed,precarious life
Female,54,No High School Degree,Employed,moderate stability
Male,53,No High School Degree,Employed,moderate stability
Female,57,No High School Degree,Employed,unstable life
Male,49,No High School Degree,Unemployed,stable and supportive life
Female,46,Degree,Employed,precarious life
Female,52,No High School Degree,Unemployed,moderate stability
Male,51,High School Degree,Unemployed,stable and supportive life
Female,54,No High School Degree,Unemployed,moderate stability
Female,62,No High School Degree,Unemployed,unstable life
Female,50,No High School Degree,Employed,stable and supportive life
Female,51,No High School Degree,Employed,moderate stability
Female,59,High School Degree,Unemployed,precarious life
Male,53,No High School Degree,Employed,unstable life
Male,40,No High School Degree,Unemployed,stable and supportive life
Female,47,No High School Degree,Unemployed,moderate stability
Male,44,High School Degree,Unemployed,moderate stability
Female,41,High School Degree,Unemployed,stable and supportive life
Female,46,Degree,Unemployed,stable and supportive life
Male,47,No High School Degree,Unemployed,unstable life
Male,49,No High School Degree,Employed,precarious life
Female,39,No High School Degree,Unemployed,unstable life
Male,49,High School Degree,Employed,moderate stability
Female,54,No High School Degree,Employed,unstable life
Male,43,Master,Unemployed,moderate stability
Female,51,High School Degree,Employed,stable and supportive life
Male,52,No High School Degree,Employed,stable and supportive life
Female,40,No High School Degree,Employed,precarious life
Male,41,No High School Degree,Unemployed,stable and supportive life
Female,48,No High School Degree,Unemployed,unstable life
Male,39,High School Degree,Unemployed,stable and supportive life
Female,59,High School Degree,Employed,unstable life
Female,49,No High School Degree,Unemployed,precarious life
Male,45,No High School Degree,Unemployed,stable and supportive life
Male,39,No High School Degree,Employed,unstable life
Male,57,No High School Degree,Employed,unstable life
Female,39,No High School Degree,Employed,moderate stability
Female,48,No High School Degree,Unemployed,moderate stability
Female,50,No High School Degree,Unemployed,moderate stability
Male,57,No High School Degree,Unemployed,moderate stability
Male,40,High School Degree,Employed,moderate stability
Female,31,High School Degree,Unemployed,precarious life
Male,52,Degree,Unemployed,precarious life
Female,65,High School Degree,Unemployed,unstable life
Male,54,No High School Degree,Unemployed,stable and supportive life
Female,50,No High School Degree,Employed,moderate stability
Male,47,No High School Degree,Employed,precarious life
Male,56,Degree,Unemployed,precarious life
Female,38,No High School Degree,Unemployed,stable and supportive life
Female,56,No High School Degree,Unemployed,unstable life
Female,52,No High School Degree,Employed,moderate stability
Male,57,High School Degree,Unemployed,moderate stability
Male,68,No High School Degree,Employed,moderate stability
Female,57,No High School Degree,Employed,unstable life
Female,42,High School Degree,Unemployed,stable and supportive life
Male,45,High School Degree,Unemployed,stable and supportive life
Male,36,No High School Degree,Employed,moderate stability
Male,43,No High School Degree,Employed,moderate stability
Female,42,No High School Degree,Employed,stable and supportive life
