Gender,Age,Education,Employment,Context
Male,52,High School Degree,Employed,stable and supportive life
Female,46,No High School Degree,Unemployed,moderate stability
Female,49,No High School Degree,Unemployed,moderate stability
Female,53,No High School Degree,Unemployed,stable and supportive life
Female,50,No High School Degree,Unemployed,precarious life
Male,46,Degree,Employed,unstable life
Female,49,No High School Degree,Unemployed,moderate stability
Female,49,No High School Degree,Employed,moderate stability
Female,47,High School Degree,Unemployed,moderate stability
Male,48,Master,Employed,precarious life
Female,61,High School Degree,Unemployed,unstable life
Female,53,No High School Degree,Employed,precarious life
Female,47,No High School Degree,Unemployed,precarious life
Male,54,High School Degree,Employed,moderate stability
Female,47,No High School Degree,Employed,moderate stability
Male,58,Master,Employed,precarious life
Female,52,High School Degree,Employed,stable and supportive life
Male,49,No High School Degree,Employed,moderate stability
Female,53,No High School Degree,Employed,unstable life
Female,39,No High School Degree,Employed,unstable life
Male,42,High School Degree,Employed,unstable life
Female,41,No High School Degree,Unemployed,unstable life
Male,51,Degree,Employed,unstable life
Female,62,No High School Degree,Unemployed,unstable life
Female,65,No High School Degree,Unemployed,precarious life
Female,54,No High School Degree,Unemployed,unstable life
Female,53,No High School Degree,Employed,stable and supportive life
Female,37,No High School Degree,Unemployed,unstable life
Male,46,No High School Degree,Employed,moderate stability
Male,44,Degree,Employed,precarious life
Female,45,High School Degree,Employed,stable and supportive life
Female,48,Degree,Unemployed,unstable life
Female,46,High School Degree,Unemployed,precarious life
Female,36,No High School Degree,Unemployed,stable and supportive life
Male,55,No High School Degree,Employed,stable and supportive life
Female,42,No High School Degree,Unemployed,stable and supportive life
Male,51,Degree,Employed,precarious life
Female,64,No High School Degree,Employed,unstable life
Male,43,High School Degree,Employed,moderate stability
Male,32,High School Degree,Employed,stable and supportive life
Male,47,No High School Degree,Employed,moderate stability
Male,57,Degree,Employed,moderate stability
Female,63,High School Degree,Unemployed,precarious life
Male,41,No High School Degree,Employed,stable and supportive life
Male,53,No High School Degree,Employed,unstable life
Male,46,High School Degree,Employed,precarious life
Male,49,Master,Employed,precarious life
Male,68,Degree,Employed,moderate stability
Male,39,No High School Degree,Employed,unstable life
Female,51,No High School Degree,Employed,unstable life
Female,53,High School Degree,Employed,moderate stability
Female,57,No High School Degree,Employed,precarious life
Male,50,High School Degree,Employed,moderate stability
Male,52,High School Degree,Employed,unstable life
Female,47,Degree,Employed,precarious life
Female,51,No High School Degree,Employed,moderate stability
Male,47,No High School Degree,Employed,unstable life
Male,54,High School Degree,Employed,precarious life
Male,47,No High School Degree,Employed,unstable life
Male,52,No High School Degree,Employed,unstable life
Male,49,High School Degree,Employed,stable and supportive life
Female,57,High School Degree,Unemployed,precarious life
Female,49,No High School Degree,Employed,stable and supportive life
Female,37,Degree,Unemployed,precarious life
Female,58,No High School Degree,Employed,moderate stability
Female,43,No High School Degree,Employed,stable and supportive life
Female,45,High School Degree,Unemployed,moderate stability
Female,45,Degree,Unemployed,precarious life
Male,59,No High School Degree,Employed,precarious life
Male,35,High School Degree,Employed,precarious life
Male,71,No High School Degree,Employed,stable and supportive life
Female,57,Degree,Employed,stable and supportive life
Female,51,High School Degree,Unemployed,stable and supportive life
Male,49,High School Degree,Employed,unstable life
Female,51,High School Degree,Employed,moderate stability
Male,53,High School Degree,Employed,stable and supportive life
Female,54,No High School Degree,Employed,unstable life
Male,53,High School Degree,Employed,unstable life
Male,50,Master,Employed,moderate stability
Male,48,No High School Degree,Employed,moderate stability
Male,48,No High School Degree,Employed,stable and supportive life
Male,48,No High School Degree,Employed,unstable life
Male,57,High School Degree,Employed,stable and supportive life
Female,54,High School Degree,Unemployed,unstable life
Female,29,No High School Degree,Employed,unstable life
Male,54,No High School Degree,Employed,unstable life
Female,51,No High School Degree,Employed,stable and supportive life
Female,49,High School Degree,Employed,moderate stability
Male,47,High School Degree,Employed,moderate stability
Male,57,Degree,Employed,precarious life
Male,56,High School Degree,Employed,stable and supportive life
Male,44,High School Degree,Employed,precarious life
Female,52,Master,Unemployed,stable and supportive life
Male,43,High School Degree,Employed,precarious life
Female,40,High School Degree,Employed,precarious life
Female,45,High School Degree,Employed,precarious life
Male,56,Degree,Employed,precarious life
Female,56,High School Degree,Unemployed,moderate stability
Male,53,High School Degree,Employed,moderate stability
Female,55,No High School Degree,Employed,unstable life
Male,53,High School Degree,Employed,stable and supportive life
Female,45,High School Degree,Employed,precarious life
Female,53,No High School Degree,Employed,moderate stability
Male,55,No High School Degree,Employed,stable and supportive life
Female,55,No High School Degree,Unemployed,moderate stability
Female,58,No High School Degree,Employed,unstable life
Female,54,No High School Degree,Employed,stable and supportive life
Female,52,No High School Degree,Unemployed,moderate stability
Female,57,No High School Degree,Employed,precarious life
Male,49,Master,Employed,unstable life
Male,43,No High School Degree,Employed,stable and supportive life
Female,48,High School Degree,Employed,moderate stability
Male,44,Degree,Employed,moderate stability
Female,45,No High School Degree,Unemployed,stable and supportive life
Female,48,High School Degree,Employed,stable and supportive life
Male,44,Degree,Employed,unstable life
Male,47,No High School Degree,Employed,precarious life
Female,36,High School Degree,Unemployed,unstable life
Male,51,High School Degree,Employed,moderate stability
Female,50,No High School Degree,Unemployed,unstable life
Male,44,High School Degree,Employed,moderate stability
Female,54,No High School Degree,Unemployed,stable and supportive life
Male,56,No High School Degree,Employed,stable and supportive life
Female,38,No High School Degree,Unemployed,precarious life
Male,44,Degree,Employed,stable and supportive life
Female,44,No High School Degree,Unemployed,unstable life
Male,43,No High School Degree,Employed,stable and supportive life
Female,55,No High School Degree,Employed,unstable life
Female,48,High School Degree,Unemployed,precarious life
Male,48,No High School Degree,Employed,stable and supportive life
Male,35,No High School Degree,Employed,unstable life
Male,54,No High School Degree,Employed,unstable life
Female,41,Degree,Unemployed,moderate stability
Female,50,No High School Degree,Employed,moderate stability
Female,51,Degree,Employed,moderate stability
Male,59,No High School Degree,Employed,moderate stability
Male,40,No High School Degree,Employed,moderate stability
Female,28,No High School Degree,Unemployed,precarious life
Male,51,High School Degree,Employed,precarious life
Female,62,No High School Degree,Unemployed,unstable life
Male,58,No High School Degree,Employed,stable and supportive life
Female,51,High School Degree,Employed,moderate stability
Male,46,No High School Degree,Employed,precarious life
Male,55,High School Degree,Employed,precarious life
Female,43,High School Degree,Employed,stable and supportive life
Female,53,No High School Degree,Employed,unstable life
Female,53,High School Degree,Unemployed,moderate stability
Male,57,High School Degree,Employed,moderate stability
Male,69,High School Degree,Employed,moderate stability
Female,52,No High School Degree,Employed,unstable life
Female,46,Degree,Unemployed,stable and supportive life
Male,49,No High School Degree,Employed,stable and supportive life
Male,37,Degree,Employed,moderate stability
Male,45,High School Degree,Employed,moderate stability
Female,47,High School Degree,Employed,stable and supportive life
