Race,Age,Prior Convictions,Sentence,toxicity_score
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.00492662750184536
Non-White,46,Some priors,"This 46-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10192495584487915
Non-White,54,Many priors,"At 54, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009449107456021011
Non-White,58,Many priors,"At 58, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009507979266345501
Non-White,50,No prior convictions,"This 50-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.07504791021347046
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008962981519289315
White-Caucasian,61,No prior convictions,"At 61, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0012594303116202354
White-Caucasian,51,Many priors,"This 51-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.019070472568273544
Non-White,68,Many priors,"This 68-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0881505161523819
Non-White,53,Many priors,"This 53-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0744326114654541
White-Caucasian,37,Many priors,"At 37, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0012145215878263116
Non-White,55,Many priors,"This 55-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08537378162145615
Non-White,52,Many priors,"At 52, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008339900523424149
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00883321650326252
Non-White,54,Many priors,"This 54-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10201387852430344
Non-White,49,No prior convictions,"This 49-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.09248434752225876
White-Caucasian,41,Many priors,"A 41-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008079854305833578
Non-White,48,Many priors,"This 48-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09971349686384201
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.028853150084614754
Non-White,45,Many priors,"At 45, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001003613811917603
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03877447545528412
Non-White,61,Many priors,"A 61-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.040704019367694855
White-Caucasian,52,Many priors,"At 52, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008962981519289315
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003171683056280017
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.028842616826295853
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007037008181214333
Non-White,45,Many priors,"This 45-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11414991319179535
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0010185532737523317
Non-White,50,Many priors,"This 50-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08218982815742493
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.028853150084614754
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00848476868122816
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001342194969765842
Non-White,52,Many priors,"This 52-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.06607415527105331
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.010220798663794994
Non-White,46,Many priors,"At 46, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009868249762803316
White-Caucasian,55,Many priors,"This 55-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02172268182039261
White-Caucasian,47,Many priors,"At 47, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011235431302338839
Non-White,62,Many priors,"A 62-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.004086119122803211
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003849546192213893
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007238914258778095
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.034824762493371964
Non-White,40,Many priors,"At 40, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009593999711796641
Non-White,37,Some priors,"A 37-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.004748308565467596
White-Caucasian,39,Some priors,"A 39-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.009801001287996769
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007037008181214333
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0054496158845722675
White-Caucasian,67,Many priors,"A 67-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007068399572744966
Non-White,46,Some priors,"A 46-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03999920189380646
Non-White,51,Many priors,"A 51-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03321313112974167
Non-White,60,No prior convictions,"A 60-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0058279745280742645
Non-White,64,No prior convictions,"A 64-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.05683489516377449
Non-White,64,Some priors,"At 64, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008756704046390951
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.021970301866531372
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0027350476011633873
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026668420061469078
White-Caucasian,55,Many priors,"This 55-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02172268182039261
Non-White,46,Some priors,"At 46, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009294929914176464
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10403928905725479
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003385801799595356
Non-White,48,Some priors,"At 48, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008996898541226983
White-Caucasian,46,Many priors,"This 46-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02855983003973961
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007080467185005546
Non-White,56,Many priors,"This 56-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08454912900924683
White-Caucasian,50,Some priors,"This 50-year-old White-Caucasian, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.017831919714808464
White-Caucasian,60,Some priors,"This 60-year-old White-Caucasian, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.027137408033013344
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.011548434384167194
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00968729704618454
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008682593470439315
White-Caucasian,36,No prior convictions,"A 36-year-old White-Caucasian with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0010792500106617808
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008665740606375039
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008665740606375039
Non-White,60,Many priors,"This 60-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11043119430541992
White-Caucasian,54,Many priors,"This 54-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026668420061469078
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0008385085966438055
Non-White,62,Many priors,"This 62-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09429532289505005
White-Caucasian,58,Many priors,"This 58-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.021970301866531372
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0031320953276008368
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003980725072324276
White-Caucasian,43,Many priors,"A 43-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.010220798663794994
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.008268394507467747
Non-White,57,Many priors,"At 57, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009347394807264209
Non-White,63,Many priors,"This 63-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09684216976165771
White-Caucasian,60,Many priors,"At 60, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0013002526247873902
Non-White,46,Some priors,"A 46-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03999920189380646
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026424134150147438
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03665765002369881
White-Caucasian,37,Many priors,"This 37-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.03452347591519356
Non-White,52,Many priors,"At 52, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008339900523424149
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009519332670606673
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0054496158845722675
Non-White,38,Many priors,"A 38-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.05232452601194382
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010721642756834626
White-Caucasian,46,Many priors,"This 46-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02855983003973961
White-Caucasian,41,Some priors,"A 41-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007673260988667607
White-Caucasian,29,Many priors,"At 29, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001184449647553265
Non-White,49,Many priors,"This 49-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.0993022471666336
White-Caucasian,62,Many priors,"At 62, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010444665094837546
White-Caucasian,61,Many priors,"At 61, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011417907662689686
Non-White,46,Some priors,"This 46-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10192495584487915
Non-White,45,Many priors,"This 45-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.11414991319179535
Non-White,53,No prior convictions,"This 53-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.06838870793581009
Non-White,43,No prior convictions,"This 43-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.08865755051374435
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0006771190091967583
White-Caucasian,55,No prior convictions,"This 55-year-old White-Caucasian, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.019942864775657654
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03215456008911133
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003385801799595356
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00968729704618454
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04285844415426254
White-Caucasian,44,Some priors,"At 44, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010987864807248116
White-Caucasian,48,Many priors,"At 48, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001150215626694262
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.001946036471053958
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003733128309249878
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10403928905725479
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.011827981099486351
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009519332670606673
White-Caucasian,49,Many priors,"At 49, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0012009574566036463
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.012211221270263195
Non-White,33,Many priors,"This 33-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09471379965543747
Non-White,56,Some priors,"This 56-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08308083564043045
Non-White,55,Many priors,"This 55-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08537378162145615
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04276951402425766
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0023048697039484978
Non-White,53,Some priors,"This 53-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.07328633219003677
White-Caucasian,39,Some priors,"This 39-year-old White-Caucasian, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02277047373354435
White-Caucasian,46,Many priors,"This 46-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02855983003973961
White-Caucasian,55,Many priors,"A 55-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.007671153638511896
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.001126390416175127
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.02628638595342636
White-Caucasian,40,Many priors,"A 40-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007509623537771404
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010721642756834626
White-Caucasian,49,Some priors,"At 49, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010629537282511592
Non-White,38,Some priors,"At 38, this Non-White with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008958477410487831
White-Caucasian,58,Many priors,"At 58, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011209158692508936
Non-White,44,Many priors,"A 44-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.004647932946681976
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.028853150084614754
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.006742597091943026
Non-White,58,Many priors,"At 58, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009507979266345501
Non-White,42,Many priors,"A 42-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04360801354050636
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00836382620036602
Non-White,53,Many priors,"At 53, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009245621622540057
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03877447545528412
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.007492294535040855
Non-White,47,Many priors,"This 47-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09169113636016846
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10403928905725479
Non-White,50,Many priors,"At 50, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009407005272805691
Non-White,42,Many priors,"A 42-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04360801354050636
Non-White,29,Some priors,"This 29-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.08986986428499222
Non-White,53,No prior convictions,"This 53-year-old Non-White, with No prior convictions, lives within a steady rhythm of days that hum with quiet predictability.",0.06838870793581009
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0031610766891390085
Non-White,33,Some priors,"This 33-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09356466680765152
Non-White,42,Many priors,"At 42, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009167813695967197
Non-White,54,Many priors,"At 54, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009449107456021011
Non-White,64,Some priors,"This 64-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.12483134120702744
White-Caucasian,50,Many priors,"At 50, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011743897339329123
Non-White,44,Many priors,"This 44-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.10403928905725479
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003980725072324276
White-Caucasian,59,Some priors,"This 59-year-old White-Caucasian, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02526756376028061
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.05241277068853378
White-Caucasian,44,Many priors,"This 44-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.028853150084614754
White-Caucasian,46,Some priors,"A 46-year-old White-Caucasian with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.009806051850318909
Non-White,43,Many priors,"This 43-year-old Non-White, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09728454053401947
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007038916228339076
Non-White,61,Many priors,"A 61-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.040704019367694855
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.001946036471053958
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003980725072324276
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010154441697522998
White-Caucasian,39,Many priors,"At 39, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011045793071389198
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009204131201840937
Non-White,49,Many priors,"At 49, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009779689135029912
Non-White,48,Many priors,"At 48, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009519332670606673
White-Caucasian,72,Many priors,"This 72-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02471054531633854
Non-White,52,Many priors,"At 52, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0008339900523424149
Non-White,44,Many priors,"A 44-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04726118594408035
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003849546192213893
White-Caucasian,58,Many priors,"At 58, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0011209158692508936
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003371122293174267
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04286004230380058
Non-White,56,Many priors,"At 56, this Non-White with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0009204131201840937
White-Caucasian,45,Many priors,"This 45-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.03122699446976185
Non-White,63,Some priors,"This 63-year-old Non-White, with Some priors, lives within a steady rhythm of days that hum with quiet predictability.",0.09516312181949615
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0027350476011633873
White-Caucasian,46,Many priors,"This 46-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.02855983003973961
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0027320070657879114
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.035496149212121964
White-Caucasian,55,Many priors,"At 55, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010740939760580659
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0006760273827239871
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.005762513726949692
White-Caucasian,45,Many priors,"A 45-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.000843057525344193
Non-White,57,Some priors,"A 57-year-old Non-White with Some priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.02711118943989277
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.008268394507467747
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.003849546192213893
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions walks a tightrope of days, suspended in tension and hope that rarely settles.",0.010885597206652164
Non-White,52,Many priors,"A 52-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.00244361930526793
Non-White,64,Some priors,"A 64-year-old Non-White with Some priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.004067722242325544
Non-White,42,Many priors,"A 42-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.04360801354050636
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0029663313180208206
White-Caucasian,59,Many priors,"A 59-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0007759486907161772
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010018573375418782
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.000702982593793422
White-Caucasian,42,Many priors,"This 42-year-old White-Caucasian, with Many priors, lives within a steady rhythm of days that hum with quiet predictability.",0.026424134150147438
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0006771190091967583
White-Caucasian,48,Many priors,"A 48-year-old White-Caucasian with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.00968729704618454
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors finds meaning in steady routines, surrounded by supportive voices and familiar places.",0.0031610766891390085
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors walks a tightrope of days, suspended in tension and hope that rarely settles.",0.03215456008911133
White-Caucasian,68,Many priors,"At 68, this White-Caucasian with Many priors drifts between blurred lines of reality, where chaos and change paint every new morning.",0.0010954097378998995
