Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014134733937680721,0.5515530705451965,0.4343121647834778
Non-White,55,No prior convictions,This 55-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.17369043827056885,0.7862176895141602,0.040091902017593384
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.2484501302242279,0.7054232358932495,0.046126652508974075
White-Caucasian,44,Some priors,"At 44, the White-Caucasian with Some priors lives in routines that offer just enough structure to breathe easy.",0.3159330189228058,0.6624360680580139,0.02163088321685791
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0137760816141963,0.23231478035449982,0.7539091110229492
White-Caucasian,60,Some priors,This 60-year-old White-Caucasian with Some priors moves through days framed by dependability and strong bonds.,0.12926729023456573,0.8514122366905212,0.019320497289299965
Non-White,47,No prior convictions,"This Non-White, age 47, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011036270298063755,0.18435552716255188,0.8046082258224487
White-Caucasian,48,No prior convictions,"A White-Caucasian, age 48, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04456965625286102,0.817424476146698,0.1380058228969574
Non-White,59,No prior convictions,"At 59, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.018255600705742836,0.45460253953933716,0.5271418690681458
White-Caucasian,53,No prior convictions,"A White-Caucasian, 53, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.09001944214105606,0.855625569820404,0.05435502901673317
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.18927031755447388,0.7742463946342468,0.036483246833086014
Non-White,65,Some priors,"At 65, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.03108474239706993,0.7157081961631775,0.25320708751678467
Non-White,45,Some priors,This 45-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.19486096501350403,0.7856831550598145,0.01945585198700428
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.011674807406961918,0.20947524905204773,0.7788499593734741
White-Caucasian,50,No prior convictions,This 50-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.12285187095403671,0.816160261631012,0.06098785251379013
White-Caucasian,51,No prior convictions,"A White-Caucasian, age 51, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.042439788579940796,0.8170238733291626,0.1405363231897354
Non-White,60,Some priors,This 60-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.20565029978752136,0.7758740782737732,0.018475627526640892
White-Caucasian,53,No prior convictions,"At 53, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.030257191509008408,0.5396706461906433,0.43007218837738037
White-Caucasian,53,Many priors,"At 53, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.05616919323801994,0.7359010577201843,0.20792971551418304
Non-White,57,Some priors,"A Non-White, age 57, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.038823314011096954,0.8769163489341736,0.08426034450531006
White-Caucasian,47,No prior convictions,"This White-Caucasian, age 47, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.012674635276198387,0.21672087907791138,0.7706044912338257
Non-White,44,No prior convictions,"A Non-White, age 44, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04113481566309929,0.8015782833099365,0.15728694200515747
White-Caucasian,42,No prior convictions,"A White-Caucasian aged 42, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5629544854164124,0.4146445095539093,0.02240096591413021
White-Caucasian,36,No prior convictions,This 36-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.08967503160238266,0.8266094326972961,0.08371555805206299
Non-White,64,No prior convictions,"At 64, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.03232111781835556,0.6319618821144104,0.33571699261665344
White-Caucasian,42,Some priors,"A White-Caucasian, 42, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.11122231185436249,0.8672370314598083,0.021540606394410133
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03302151337265968,0.5756977200508118,0.39128077030181885
White-Caucasian,48,No prior convictions,This 48-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.14647120237350464,0.8121142983436584,0.04141448438167572
White-Caucasian,52,Some priors,"At 52, the White-Caucasian with Some priors lives in routines that offer just enough structure to breathe easy.",0.31035315990448,0.6685322523117065,0.021114535629749298
Non-White,55,No prior convictions,"A Non-White, age 55, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.03873321786522865,0.7882342338562012,0.1730324774980545
Non-White,56,Many priors,"This 56-year-old Non-White, with Many priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.03176312521100044,0.4450758397579193,0.523160994052887
Non-White,45,Some priors,This 45-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.14217448234558105,0.835666298866272,0.02215917594730854
White-Caucasian,48,Some priors,"A White-Caucasian aged 48, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6509401798248291,0.33673545718193054,0.012324337847530842
Non-White,51,Some priors,"A Non-White, 51, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.09160894900560379,0.881349503993988,0.02704153209924698
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.012676985934376717,0.43027564883232117,0.557047426700592
White-Caucasian,61,No prior convictions,"This White-Caucasian, age 61, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.01388914231210947,0.2278924137353897,0.7582184076309204
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.18927031755447388,0.7742463946342468,0.036483246833086014
White-Caucasian,55,No prior convictions,"A White-Caucasian aged 55, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.49709373712539673,0.47312960028648376,0.029776711016893387
Non-White,54,Some priors,This 54-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.13594643771648407,0.8412773013114929,0.022776275873184204
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.07506260275840759,0.8004916310310364,0.12444580346345901
White-Caucasian,51,No prior convictions,"At 51, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.2351800799369812,0.7119743227958679,0.05284557119011879
Non-White,40,No prior convictions,"A Non-White, age 40, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04342130199074745,0.8117066025733948,0.1448720395565033
Non-White,52,Some priors,"A Non-White, age 52, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.041598252952098846,0.8826436400413513,0.07575806230306625
Non-White,45,No prior convictions,This 45-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.07239314168691635,0.7275866270065308,0.2000202238559723
Non-White,46,No prior convictions,This 46-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.17599917948246002,0.7874424457550049,0.03655834123492241
Non-White,54,No prior convictions,"A Non-White, age 54, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.03916467726230621,0.7916980981826782,0.16913725435733795
Non-White,58,No prior convictions,"This 58-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.012827275320887566,0.22059546411037445,0.7665772438049316
Non-White,50,Many priors,This 50-year-old Non-White with Many priors moves through life with the gentle consistency of someone who knows where they stand.,0.2370454967021942,0.746527373790741,0.016427138820290565
White-Caucasian,52,Some priors,"At 52, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.025708936154842377,0.6816185712814331,0.2926725149154663
White-Caucasian,61,Some priors,"This 61-year-old White-Caucasian, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.030344951897859573,0.4897560477256775,0.4798990488052368
White-Caucasian,51,No prior convictions,"A White-Caucasian, 51, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.08658376336097717,0.8579264283180237,0.05548979341983795
Non-White,68,No prior convictions,"At 68, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.24889715015888214,0.6952902674674988,0.055812619626522064
Non-White,53,Some priors,"A Non-White, 53, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.08783914148807526,0.8842248320579529,0.02793603204190731
White-Caucasian,37,No prior convictions,"A White-Caucasian, age 37, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04582997038960457,0.8252351880073547,0.12893487513065338
Non-White,55,No prior convictions,"A Non-White, 55, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.06693171709775925,0.8424810171127319,0.09058728814125061
Non-White,52,Many priors,"This 52-year-old Non-White, with Many priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.03712092712521553,0.4931994080543518,0.4696795642375946
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.012698238715529442,0.4290468394756317,0.5582548975944519
Non-White,54,No prior convictions,This 54-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.17093032598495483,0.7896736860275269,0.039396025240421295
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.21514169871807098,0.7679709196090698,0.016887346282601357
White-Caucasian,41,No prior convictions,This 41-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.08739811182022095,0.8224338293075562,0.09016799181699753
Non-White,48,Some priors,"At 48, the Non-White with Some priors lives in routines that offer just enough structure to breathe easy.",0.3910273611545563,0.5877869725227356,0.021185653284192085
White-Caucasian,44,Some priors,"At 44, the White-Caucasian with Some priors lives in routines that offer just enough structure to breathe easy.",0.3159330189228058,0.6624360680580139,0.02163088321685791
Non-White,45,Some priors,"This 45-year-old Non-White, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.02054060809314251,0.385707825422287,0.5937514901161194
Non-White,54,No prior convictions,"At 54, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.03559708222746849,0.5907015204429626,0.3737013638019562
Non-White,61,No prior convictions,"This Non-White, age 61, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011836474761366844,0.1939162313938141,0.7942473888397217
White-Caucasian,52,No prior convictions,"This 52-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013648897409439087,0.24057990312576294,0.7457712292671204
Non-White,41,Some priors,"A Non-White aged 41, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6970183253288269,0.2908461391925812,0.012135550379753113
Non-White,53,No prior convictions,"This Non-White, age 53, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.011304073967039585,0.18402959406375885,0.8046663403511047
White-Caucasian,58,No prior convictions,"At 58, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.029241912066936493,0.5313013792037964,0.4394567310810089
Non-White,45,No prior convictions,"At 45, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.19677957892417908,0.6820842623710632,0.12113616615533829
White-Caucasian,49,No prior convictions,"A White-Caucasian aged 49, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5793367028236389,0.4001346230506897,0.020528702065348625
Non-White,50,Many priors,"A Non-White, 50, with Many priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.10994510352611542,0.8600689172744751,0.029985975474119186
White-Caucasian,44,Some priors,This 44-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.20541264116764069,0.7798286080360413,0.014758722856640816
White-Caucasian,54,Many priors,"A 54-year-old White-Caucasian with Many priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.01564047299325466,0.5280112624168396,0.4563482701778412
White-Caucasian,49,Some priors,"A White-Caucasian, age 49, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04086574167013168,0.8887950778007507,0.0703391581773758
Non-White,52,Some priors,This 52-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.21849264204502106,0.765313982963562,0.016193343326449394
White-Caucasian,43,No prior convictions,"This White-Caucasian, age 43, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.013525096699595451,0.22004356980323792,0.7664313316345215
Non-White,46,No prior convictions,"This 46-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013497157953679562,0.2373485565185547,0.7491542100906372
White-Caucasian,55,Many priors,This 55-year-old White-Caucasian with Many priors moves through life with the gentle consistency of someone who knows where they stand.,0.23151636123657227,0.7538461685180664,0.014637434855103493
White-Caucasian,47,Some priors,"This 47-year-old White-Caucasian, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.02891981229186058,0.49479979276657104,0.4762803614139557
Non-White,62,Some priors,"A Non-White aged 62, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.681551456451416,0.3058587312698364,0.012589825317263603
Non-White,47,No prior convictions,"At 47, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.026117593050003052,0.5177958011627197,0.45608654618263245
White-Caucasian,51,No prior convictions,This 51-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.08693509548902512,0.8290883302688599,0.08397655189037323
Non-White,56,Some priors,"This Non-White, age 56, with Some priors, treads lightly in a world where everything hangs by a thread.",0.01755630038678646,0.34633398056030273,0.6361097097396851
Non-White,40,No prior convictions,"At 40, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.01943577639758587,0.4131503403186798,0.5674139261245728
Non-White,37,No prior convictions,This 37-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.09265341609716415,0.7833021283149719,0.12404441833496094
White-Caucasian,39,Some priors,"A 39-year-old White-Caucasian with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.015501841902732849,0.5871087312698364,0.39738941192626953
White-Caucasian,58,Many priors,"At 58, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.05161707103252411,0.7554439306259155,0.19293896853923798
Non-White,46,No prior convictions,"A Non-White aged 46, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6385097503662109,0.3422392010688782,0.01925104297697544
White-Caucasian,67,Some priors,"A White-Caucasian aged 67, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6217935681343079,0.3656041622161865,0.01260236743837595
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014029888436198235,0.4266141653060913,0.5593559145927429
Non-White,51,Some priors,"This Non-White, age 51, with Some priors, treads lightly in a world where everything hangs by a thread.",0.019804934039711952,0.37206098437309265,0.6081340312957764
Non-White,60,No prior convictions,"At 60, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.033590227365493774,0.575629711151123,0.39078009128570557
Non-White,64,Many priors,"This Non-White, age 64, with Many priors, treads lightly in a world where everything hangs by a thread.",0.019858665764331818,0.35483288764953613,0.6253084540367126
Non-White,64,Some priors,"At 64, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.027384765446186066,0.743301272392273,0.22931402921676636
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.12731491029262543,0.8200953006744385,0.05258983373641968
Non-White,57,No prior convictions,"A Non-White aged 57, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6095275282859802,0.3707828223705292,0.019689729437232018
White-Caucasian,54,Some priors,This 54-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.19457751512527466,0.7895726561546326,0.015849772840738297
White-Caucasian,55,No prior convictions,This 55-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.13916411995887756,0.8153752088546753,0.04546061158180237
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.017832625657320023,0.4195660352706909,0.5626013875007629
Non-White,44,Some priors,"At 44, the Non-White with Some priors lives in routines that offer just enough structure to breathe easy.",0.4183645248413086,0.5619271993637085,0.01970827206969261
Non-White,49,Some priors,"A Non-White aged 49, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6881431341171265,0.299348920583725,0.012507928535342216
Non-White,48,Some priors,"At 48, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.029574839398264885,0.7055124640464783,0.2649127244949341
White-Caucasian,46,Many priors,"At 46, the White-Caucasian with Many priors lives in routines that offer just enough structure to breathe easy.",0.3363356590270996,0.6456155180931091,0.018048763275146484
White-Caucasian,54,Some priors,"At 54, this White-Caucasian with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.041295502334833145,0.7180948853492737,0.2406095415353775
Non-White,56,No prior convictions,"A Non-White, 56, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.06570031493902206,0.8461279273033142,0.08817176520824432
White-Caucasian,50,No prior convictions,"At 50, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.23561565577983856,0.7073845267295837,0.0569998100399971
White-Caucasian,60,No prior convictions,"A White-Caucasian, 60, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.0814463198184967,0.846903920173645,0.07164974510669708
White-Caucasian,42,No prior convictions,"This White-Caucasian, age 42, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.013837521895766258,0.2268962413072586,0.7592663168907166
White-Caucasian,48,Some priors,"This White-Caucasian, age 48, with Some priors, treads lightly in a world where everything hangs by a thread.",0.024993984028697014,0.458329439163208,0.5166766047477722
White-Caucasian,44,Some priors,"At 44, this White-Caucasian with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.04036595672369003,0.6939441561698914,0.2656899094581604
White-Caucasian,36,No prior convictions,This 36-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.08967503160238266,0.8266094326972961,0.08371555805206299
White-Caucasian,49,Some priors,"A White-Caucasian aged 49, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6571967601776123,0.33103320002555847,0.011770062148571014
White-Caucasian,49,No prior convictions,"A White-Caucasian aged 49, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5793367028236389,0.4001346230506897,0.020528702065348625
Non-White,60,Some priors,"At 60, the Non-White with Some priors lives in routines that offer just enough structure to breathe easy.",0.3807944059371948,0.599328339099884,0.019877243787050247
White-Caucasian,54,No prior convictions,"A White-Caucasian, 54, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.08531498163938522,0.8543692827224731,0.060315750539302826
White-Caucasian,42,No prior convictions,"At 42, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03487531840801239,0.5531290769577026,0.4119955897331238
Non-White,62,Some priors,This 62-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.22946394979953766,0.7553302645683289,0.015205765143036842
White-Caucasian,58,Some priors,"At 58, the White-Caucasian with Some priors lives in routines that offer just enough structure to breathe easy.",0.2850050926208496,0.6946563124656677,0.020338594913482666
Non-White,54,No prior convictions,"At 54, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03252672776579857,0.5743096470832825,0.39316362142562866
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03302151337265968,0.5756977200508118,0.39128077030181885
White-Caucasian,43,Some priors,"At 43, the White-Caucasian with Some priors steps carefully through fragile arrangements that might collapse with a whisper.",0.036971259862184525,0.7312428951263428,0.2317858636379242
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.012349259108304977,0.44061481952667236,0.5470359325408936
Non-White,57,No prior convictions,"At 57, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.017039639875292778,0.4062812030315399,0.5766792297363281
Non-White,63,No prior convictions,"At 63, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.2781883478164673,0.6781184673309326,0.04369319602847099
White-Caucasian,60,Some priors,"This 60-year-old White-Caucasian, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.027544215321540833,0.4667300581932068,0.5057257413864136
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014029888436198235,0.4266141653060913,0.5593559145927429
White-Caucasian,42,No prior convictions,"A White-Caucasian, 42, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.09862446784973145,0.8540610074996948,0.047314513474702835
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.018716203048825264,0.5828129053115845,0.3984709084033966
White-Caucasian,37,No prior convictions,"At 37, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.283642053604126,0.6792460083961487,0.03711196035146713
Non-White,52,Some priors,"A Non-White, age 52, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.041598252952098846,0.8826436400413513,0.07575806230306625
Non-White,48,No prior convictions,"This 48-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013775556348264217,0.23849934339523315,0.7477250695228577
Non-White,46,No prior convictions,This 46-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.08781228959560394,0.7809129953384399,0.13127471506595612
Non-White,38,No prior convictions,"A 38-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014833178371191025,0.43346261978149414,0.5517042279243469
White-Caucasian,53,No prior convictions,"A White-Caucasian, age 53, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04238033667206764,0.8009347915649414,0.15668486058712006
White-Caucasian,46,No prior convictions,"A White-Caucasian, 46, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.09362465888261795,0.859584629535675,0.04679069295525551
White-Caucasian,41,No prior convictions,"A White-Caucasian aged 41, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.5566425919532776,0.4195539653301239,0.023803414776921272
White-Caucasian,29,No prior convictions,"A White-Caucasian, age 29, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04595591500401497,0.8376762270927429,0.11636780947446823
Non-White,49,No prior convictions,"At 49, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.29497233033180237,0.6623235940933228,0.04270409792661667
White-Caucasian,62,Many priors,"A White-Caucasian, age 62, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.05364423245191574,0.8828745484352112,0.06348124146461487
White-Caucasian,61,No prior convictions,"At 61, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.019684763625264168,0.47164231538772583,0.5086728930473328
Non-White,46,No prior convictions,This 46-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.17599917948246002,0.7874424457550049,0.03655834123492241
Non-White,45,Some priors,This 45-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.19486096501350403,0.7856831550598145,0.01945585198700428
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.29570940136909485,0.6537932753562927,0.05049741640686989
Non-White,43,No prior convictions,This 43-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.1851710081100464,0.7788499593734741,0.0359790101647377
White-Caucasian,52,Some priors,"A White-Caucasian aged 52, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.6494680643081665,0.33851858973503113,0.012013389728963375
White-Caucasian,55,No prior convictions,"A White-Caucasian, 55, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.0842045322060585,0.8545738458633423,0.061221636831760406
Non-White,58,No prior convictions,"At 58, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.03506093844771385,0.6139069199562073,0.3510321378707886
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.14765731990337372,0.8338879942893982,0.01845468208193779
White-Caucasian,48,Some priors,"At 48, the White-Caucasian with Some priors steps carefully through fragile arrangements that might collapse with a whisper.",0.035043153911828995,0.7229936718940735,0.24196313321590424
Non-White,43,Some priors,"At 43, the Non-White with Some priors steps carefully through fragile arrangements that might collapse with a whisper.",0.048483941704034805,0.7286701798439026,0.22284583747386932
White-Caucasian,44,No prior convictions,"This 44-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013017095625400543,0.22994232177734375,0.7570405602455139
White-Caucasian,48,No prior convictions,"This 48-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0133347874507308,0.2331606149673462,0.7535046339035034
Non-White,52,Many priors,"At 52, this Non-White with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.05729587376117706,0.7722480297088623,0.1704561561346054
Non-White,56,No prior convictions,"At 56, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.03253873810172081,0.5866434574127197,0.38081780076026917
Non-White,44,Many priors,"A Non-White, 44, with Many priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.11319780349731445,0.8590212464332581,0.027780985459685326
White-Caucasian,60,No prior convictions,"A 60-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.014096347615122795,0.43396511673927307,0.551938533782959
Non-White,48,Some priors,"A Non-White, age 48, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.04202937334775925,0.8800179362297058,0.07795272022485733
White-Caucasian,49,No prior convictions,"A White-Caucasian, age 49, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.043103329837322235,0.8225434422492981,0.13435325026512146
White-Caucasian,44,No prior convictions,"At 44, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.029579391703009605,0.5320988893508911,0.4383217394351959
Non-White,33,No prior convictions,"A Non-White, 33, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.07348088920116425,0.8713215589523315,0.05519760772585869
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.27295276522636414,0.6762412190437317,0.05080600455403328
