component,value,sd,ci_lo,ci_hi,verdict,generator,model,scenario,model_short
IE,-0.002097490779011964,0.0031723543105178003,-0.008315305227626853,0.004120323669602925,0,GEMINIPRO,gpt_3_5_turbo,s12,gpt35
SE,0.0065038777750000285,0.03467416370311711,-0.0614574830831095,0.07446523863310955,0,GEMINIPRO,gpt_3_5_turbo,s12,gpt35
TV,0.016339102119388268,0.04362841389693066,-0.06917258911859582,0.10185079335737236,0,GEMINIPRO,llama_3_1_8b_instant,s1,llama8b
DE,-0.0018723603203095326,0.016644699703302315,-0.03449597173878207,0.030751251098163006,0,GEMINIPRO,llama_3_1_8b_instant,s1,llama8b
IE,-0.0192021034396004,0.005292017028833858,-0.029574456816114758,-0.008829750063086039,-,GEMINIPRO,llama_3_1_8b_instant,s1,llama8b
SE,9.906409999025968e-4,0.038190571140391164,-0.07386287843526408,0.07584416043506927,0,GEMINIPRO,llama_3_1_8b_instant,s1,llama8b
TV,-0.24047108899875613,0.04123161051332763,-0.3212850456048783,-0.15965713239263396,-,GEMINIPRO,llama_3_1_8b_instant,s2,llama8b
DE,-0.22671741216215197,0.018695749890262126,-0.26336108194706576,-0.1900737423772382,-,GEMINIPRO,llama_3_1_8b_instant,s2,llama8b
IE,-0.0024789932538398754,0.004662758519110792,-0.011617999951297028,0.006660013443617278,0,GEMINIPRO,llama_3_1_8b_instant,s2,llama8b
SE,0.016232670090444032,0.03186880227062402,-0.04623018235997904,0.0786955225408671,0,GEMINIPRO,llama_3_1_8b_instant,s2,llama8b
TV,0.22775317345733406,0.043684591545363596,0.1421313740284214,0.3133749728862467,+,GEMINIPRO,llama_3_1_8b_instant,s3,llama8b
DE,0.20580509815148149,0.016557135049408683,0.17335311345464047,0.2382570828483225,+,GEMINIPRO,llama_3_1_8b_instant,s3,llama8b
IE,0.0028752525074574793,0.004854043640011963,-0.006638673026965969,0.012389178041880927,0,GEMINIPRO,llama_3_1_8b_instant,s3,llama8b
SE,-0.024823327813310064,0.04669115577528042,-0.11633799313285968,0.06669133750623955,0,GEMINIPRO,llama_3_1_8b_instant,s3,llama8b
TV,-0.24456094405310294,0.04395910617447001,-0.33072079215506417,-0.1584010959511417,-,GEMINIPRO,llama_3_1_8b_instant,s4,llama8b
DE,-0.24608139042853666,0.017597848322496727,-0.28057317314063024,-0.21158960771644308,-,GEMINIPRO,llama_3_1_8b_instant,s4,llama8b
IE,-0.0012889309273763116,0.004274909238793665,-0.009667753035411895,0.0070898911806592715,0,GEMINIPRO,llama_3_1_8b_instant,s4,llama8b
SE,-2.3151544805741198e-4,0.033046904369668534,-0.06500344801260774,0.06454041711649292,0,GEMINIPRO,llama_3_1_8b_instant,s4,llama8b
TV,-0.01722067012918829,0.04143083823102659,-0.09842511306200041,0.06398377280362383,0,GEMINIPRO,llama_3_1_8b_instant,s5,llama8b
DE,-0.016894681347435072,0.016191061922361513,-0.048629162715263644,0.014839800020393496,0,GEMINIPRO,llama_3_1_8b_instant,s5,llama8b
IE,8.258666646831142e-4,0.0035857632200770647,-0.006202229246667933,0.00785396257603416,0,GEMINIPRO,llama_3_1_8b_instant,s5,llama8b
SE,-4.998778829299008e-4,0.03620266871603497,-0.07145710856635844,0.07045735280049863,0,GEMINIPRO,llama_3_1_8b_instant,s5,llama8b
TV,0.16746779667372919,0.03749534393796022,0.09397692255532716,0.2409586707921312,+,GEMINIPRO,llama_3_1_8b_instant,s6,llama8b
DE,0.1671631645853947,0.015952674107710358,0.1358959233342824,0.198430405836507,+,GEMINIPRO,llama_3_1_8b_instant,s6,llama8b
IE,-0.001094361680782293,0.004177534470118705,-0.009282329242214955,0.007093605880650369,0,GEMINIPRO,llama_3_1_8b_instant,s6,llama8b
SE,7.897295924478319e-4,0.03855820137000281,-0.07478434509275768,0.07636380427765334,0,GEMINIPRO,llama_3_1_8b_instant,s6,llama8b
TV,-0.011456384102400621,0.04204653138730181,-0.09386758562151215,0.07095481741671092,0,GEMINIPRO,llama_3_1_8b_instant,s7,llama8b
DE,-0.007043876782802649,0.016751111086848278,-0.03987605451302527,0.025788300947419972,0,GEMINIPRO,llama_3_1_8b_instant,s7,llama8b
IE,1.3583135456416974e-4,0.0026069341027229647,-0.00497375948677284,0.00524542219590118,0,GEMINIPRO,llama_3_1_8b_instant,s7,llama8b
SE,0.0042766759650338,0.03746925842258745,-0.0691630705432376,0.0777164224733052,0,GEMINIPRO,llama_3_1_8b_instant,s7,llama8b
TV,-0.00468546678416736,0.04533263040102078,-0.09353742237016807,0.08416648880183336,0,GEMINIPRO,llama_3_1_8b_instant,s8,llama8b
DE,-0.007711388544387216,0.018042961667407792,-0.04307559341250649,0.02765281632373206,0,GEMINIPRO,llama_3_1_8b_instant,s8,llama8b
IE,-0.0034330482718381928,0.0031852712295581055,-0.009676179881772079,0.0028100833380956943,0,GEMINIPRO,llama_3_1_8b_instant,s8,llama8b
SE,4.071265116183389e-4,0.04002442935718067,-0.07804075502845577,0.07885500805169245,0,GEMINIPRO,llama_3_1_8b_instant,s8,llama8b
TV,-0.0684083025518909,0.04513231545586929,-0.15686764084539473,0.02005103574161292,0,GEMINIPRO,llama_3_1_8b_instant,s9,llama8b
DE,0.009355935742879237,0.02292174399892299,-0.03557068249500983,0.0542825539807683,0,GEMINIPRO,llama_3_1_8b_instant,s9,llama8b
IE,0.07167111552912742,0.01598017764654387,0.04034996734190143,0.1029922637163534,+,GEMINIPRO,llama_3_1_8b_instant,s9,llama8b
SE,0.006093122765642717,0.04004408481776525,-0.07239328347717718,0.08457952900846262,0,GEMINIPRO,llama_3_1_8b_instant,s9,llama8b
TV,0.016339102119388268,0.04362841389693066,-0.06917258911859582,0.10185079335737236,0,GEMINIPRO,llama_3_1_8b_instant,s10,llama8b
DE,-0.002300878899515805,0.016671936252875424,-0.03497787395515163,0.030376116156120025,0,GEMINIPRO,llama_3_1_8b_instant,s10,llama8b
IE,-0.015524978556083672,0.0045435367002476575,-0.02443031048856908,-0.006619646623598263,-,GEMINIPRO,llama_3_1_8b_instant,s10,llama8b
SE,-0.0031150024628204026,0.03840280434404161,-0.07838449897714196,0.07215449405150116,0,GEMINIPRO,llama_3_1_8b_instant,s10,llama8b
TV,0.008253676585478683,0.0404051387819336,-0.07094039542711118,0.08744774859806854,0,GEMINIPRO,llama_3_1_8b_instant,s11,llama8b
DE,0.008649298523667118,0.018810452117164568,-0.028219187625975438,0.04551778467330967,0,GEMINIPRO,llama_3_1_8b_instant,s11,llama8b
IE,-2.3973324477351972e-5,0.0022938615408098382,-0.004519941944464635,0.004471995295509931,0,GEMINIPRO,llama_3_1_8b_instant,s11,llama8b
SE,4.195952626657905e-4,0.035955989194172006,-0.07005414355791134,0.07089333408324291,0,GEMINIPRO,llama_3_1_8b_instant,s11,llama8b
TV,-0.1779222581270196,0.038032853166515536,-0.25246665033339005,-0.10337786592064914,-,GEMINIPRO,llama_3_1_8b_instant,s12,llama8b
DE,-0.1721614566820178,0.015630759563043824,-0.20279774542558368,-0.1415251679384519,-,GEMINIPRO,llama_3_1_8b_instant,s12,llama8b
IE,0.002919754314875171,0.002773909560236371,-0.002517108423188116,0.00835661705293846,0,GEMINIPRO,llama_3_1_8b_instant,s12,llama8b
SE,0.0028410471301266193,0.031731151439338405,-0.059352009690976655,0.0650341039512299,0,GEMINIPRO,llama_3_1_8b_instant,s12,llama8b
TV,0.002186075338947401,0.06611792545799994,-0.12740505855873246,0.13177720923662728,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s1,siebert
DE,-0.003667777151370694,0.02372811097686939,-0.050174874666034694,0.04283932036329331,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s1,siebert
IE,-0.006658393886201151,0.004654352026723677,-0.015780923858579557,0.002464136086177255,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s1,siebert
SE,8.045413958830555e-4,0.05943586848279079,-0.11568976083038689,0.117298843622153,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s1,siebert
TV,-0.1572083607096656,0.06359458776435485,-0.2818537527278011,-0.032562968691530095,-,GEMINIPRO,siebert_sentiment_roberta_large_english,s2,siebert
DE,-0.15274618599228773,0.028682183686627987,-0.20896326601807858,-0.09652910596649689,-,GEMINIPRO,siebert_sentiment_roberta_large_english,s2,siebert
IE,-0.0037488082378986575,0.006757082948500006,-0.01699269081695867,0.009495074341161355,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s2,siebert
SE,0.00821098295527651,0.051342825388741714,-0.09242095480665724,0.10884292071721027,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s2,siebert
TV,0.12424304802473264,0.06505963109011231,-0.0032738289118875025,0.2517599249613528,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s3,siebert
DE,0.10728540746355275,0.026185077929788414,0.05596265472116746,0.15860816020593804,+,GEMINIPRO,siebert_sentiment_roberta_large_english,s3,siebert
IE,-0.005355616270334644,0.006263844679571831,-0.017632751842295433,0.006921519301626145,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s3,siebert
SE,-0.011602024290845251,0.06020560797325297,-0.12960501591842108,0.10640096733673057,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s3,siebert
TV,-0.12507743025056223,0.06701984325979501,-0.2564363230397605,0.006281462538636012,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s4,siebert
DE,-0.1361648998696219,0.0217203099955957,-0.17873670746098946,-0.09359309227825434,-,GEMINIPRO,siebert_sentiment_roberta_large_english,s4,siebert
IE,-0.002796338035591914,0.0038852916410234447,-0.010411509651997867,0.004818833580814037,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s4,siebert
SE,-0.008291131583467753,0.058381025376653406,-0.12271794132170842,0.10613567815477291,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s4,siebert
TV,0.0011760707531182275,0.06596722133676683,-0.12811968306694474,0.1304718245731812,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s5,siebert
DE,0.008217831074073752,0.024774422926261107,-0.04034003786139802,0.056775700009545516,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s5,siebert
IE,-0.0011250646203165978,0.0045179206550592646,-0.009980189104232755,0.00773005986359956,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s5,siebert
SE,0.008166824941272124,0.05968079965096138,-0.10880754237461218,0.12514119225715642,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s5,siebert
TV,0.22015752310213269,0.061222878658863666,0.1001606809307599,0.34015436527350545,+,GEMINIPRO,siebert_sentiment_roberta_large_english,s6,siebert
DE,0.19873403457575306,0.03029028824352469,0.13936506961844466,0.25810299953306143,+,GEMINIPRO,siebert_sentiment_roberta_large_english,s6,siebert
IE,-0.011014084809516357,0.005446868331980799,-0.021689946740198723,-3.382228788339908e-4,-,GEMINIPRO,siebert_sentiment_roberta_large_english,s6,siebert
SE,-0.010409403716863266,0.05812227524999706,-0.12432906320685749,0.10351025577313097,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s6,siebert
TV,0.014427028273023713,0.0660548825221911,-0.11504054147047087,0.1438945980165183,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s7,siebert
DE,0.005600780902229668,0.02404414864650986,-0.04152575044492966,0.052727312249388994,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s7,siebert
IE,0.002492449392200013,0.005261534112947454,-0.007820157469176997,0.012805056253577023,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s7,siebert
SE,-0.011318696762994062,0.05987462652683124,-0.1286729647555833,0.10603557122959517,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s7,siebert
TV,-0.001199123825587663,0.06878476414184755,-0.13601726154360883,0.13361901389243352,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s8,siebert
DE,-0.006467192275248022,0.017143348421109747,-0.04006815518062313,0.027133770630127084,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s8,siebert
IE,-0.0017466379731105668,0.0037664914598939717,-0.009128961234502752,0.005635685288281618,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s8,siebert
SE,-0.0035214304765497926,0.06621958339039614,-0.13331181392172622,0.12626895296862664,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s8,siebert
TV,0.005120164339437824,0.06764617458971241,-0.1274663378563985,0.13770666653527414,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s9,siebert
DE,0.0031122960276834827,0.026336090453558482,-0.048506441261291146,0.05473103331665811,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s9,siebert
IE,0.002217103144531224,0.014636084543627447,-0.02646962256097857,0.03090382885004102,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s9,siebert
SE,-0.004224971456285567,0.06274332251828521,-0.1272018835921246,0.11875194067955344,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s9,siebert
TV,-0.017195723125763673,0.06815349599827775,-0.15077657528238805,0.1163851290308607,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s10,siebert
DE,-0.008577537067205746,0.01778798761560087,-0.04344199279378345,0.02628691865937196,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s10,siebert
IE,0.002294431418192642,0.007353071571531387,-0.012117588862008878,0.016706451698394163,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s10,siebert
SE,0.006323754640365287,0.06456813322262075,-0.12022978647597139,0.13287729575670196,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s10,siebert
TV,-0.013301844513340766,0.06776550063586614,-0.1461222257596384,0.11951853673295687,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s11,siebert
DE,-0.00853768119441735,0.01967919523247335,-0.047108903850065116,0.03003354146123042,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s11,siebert
IE,-0.0015368000515871456,0.005021920601368254,-0.011379764430268923,0.008306164327094632,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s11,siebert
SE,0.0063009633705105594,0.06409276218961628,-0.11932085052113733,0.13192277726215845,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s11,siebert
TV,-0.2026895627277108,0.06422275341362214,-0.32856615941841016,-0.0768129660370114,-,GEMINIPRO,siebert_sentiment_roberta_large_english,s12,siebert
DE,-0.19058004708522752,0.02935656722539332,-0.24811891884699844,-0.1330411753234566,-,GEMINIPRO,siebert_sentiment_roberta_large_english,s12,siebert
IE,0.0069999540433423,0.005955537665200526,-0.00467289978045073,0.018672807867135332,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s12,siebert
SE,0.0051095615991409915,0.05123050737364094,-0.09530223285319525,0.10552135605147722,0,GEMINIPRO,siebert_sentiment_roberta_large_english,s12,siebert
TV,-0.004434402715016915,0.04068444277318269,-0.084175910550455,0.07530710512042117,0,TEMPLATE,gpt_3_5_turbo,s1,gpt35
DE,-0.007788565519896065,0.014880158527405011,-0.036953676233609886,0.021376545193817757,0,TEMPLATE,gpt_3_5_turbo,s1,gpt35
IE,-0.003125694658462803,0.0032633908582436876,-0.009521940740620431,0.0032705514236948245,0,TEMPLATE,gpt_3_5_turbo,s1,gpt35
SE,-2.2846814641635062e-4,0.03607773661699817,-0.07094083191573275,0.07048389562290006,0,TEMPLATE,gpt_3_5_turbo,s1,gpt35
TV,-0.19430155446243846,0.039893488243977884,-0.2724927914206351,-0.1161103175042418,-,TEMPLATE,gpt_3_5_turbo,s2,gpt35
DE,-0.18321051984075995,0.015539779502971302,-0.2136684876665837,-0.1527525520149362,-,TEMPLATE,gpt_3_5_turbo,s2,gpt35
IE,-6.161840721254198e-4,0.002484709155575384,-0.005486214017053173,0.004253845872802333,0,TEMPLATE,gpt_3_5_turbo,s2,gpt35
SE,0.011707218693803942,0.03187038467307766,-0.05075873526542826,0.07417317265303615,0,TEMPLATE,gpt_3_5_turbo,s2,gpt35
TV,0.17363358520990751,0.039707085001734296,0.0958076986065083,0.25145947181330675,+,TEMPLATE,gpt_3_5_turbo,s3,gpt35
DE,0.15234759771490505,0.014933687183190898,0.1230775708358509,0.18161762459395922,+,TEMPLATE,gpt_3_5_turbo,s3,gpt35
IE,-0.001047881204323184,0.003948760929354703,-0.008787452625858403,0.006691690217212035,0,TEMPLATE,gpt_3_5_turbo,s3,gpt35
SE,-0.02023810629067926,0.04017951337397354,-0.0989899525036674,0.05851373992230888,0,TEMPLATE,gpt_3_5_turbo,s3,gpt35
TV,-0.1916979705108412,0.039750263337052866,-0.2696084866514648,-0.11378745437021759,-,TEMPLATE,gpt_3_5_turbo,s4,gpt35
DE,-0.1932588767562857,0.015142595535646876,-0.22293836400615358,-0.16357938950641782,-,TEMPLATE,gpt_3_5_turbo,s4,gpt35
IE,-0.0015060641402988956,0.002882529993408335,-0.0071558229273792325,0.004143694646781442,0,TEMPLATE,gpt_3_5_turbo,s4,gpt35
SE,-5.484210514561065e-5,0.03230752872547118,-0.06337759840706912,0.0632679141967779,0,TEMPLATE,gpt_3_5_turbo,s4,gpt35
TV,8.531303320646284e-4,0.04013822383470991,-0.07781778838396679,0.07952404904809605,0,TEMPLATE,gpt_3_5_turbo,s5,gpt35
DE,-8.001220493310814e-4,0.014684548010880052,-0.029581836150655984,0.027981592051993822,0,TEMPLATE,gpt_3_5_turbo,s5,gpt35
IE,-0.0017999236866517018,0.001675217243104789,-0.0050833494831370885,0.0014835021098336845,0,TEMPLATE,gpt_3_5_turbo,s5,gpt35
SE,1.466713052559909e-4,0.03659815324000654,-0.07158570904515682,0.0718790516556688,0,TEMPLATE,gpt_3_5_turbo,s5,gpt35
TV,0.16354070962943512,0.04012117486922888,0.08490320688574653,0.2421782123731237,+,TEMPLATE,gpt_3_5_turbo,s6,gpt35
DE,0.1695305722423427,0.01461220707735681,0.14089064637072335,0.19817049811396203,+,TEMPLATE,gpt_3_5_turbo,s6,gpt35
IE,-3.574116317718009e-4,0.003319671976349892,-0.00686396870541759,0.006149145441873988,0,TEMPLATE,gpt_3_5_turbo,s6,gpt35
SE,0.0063472742446793766,0.04084622321861114,-0.07371132326379845,0.0864058717531572,0,TEMPLATE,gpt_3_5_turbo,s6,gpt35
TV,-0.001854386589916135,0.03960832667246025,-0.07948670686793823,0.07577793368810597,0,TEMPLATE,gpt_3_5_turbo,s7,gpt35
DE,-0.0031162149036988796,0.014787285224671213,-0.03209929394405446,0.0258668641366567,0,TEMPLATE,gpt_3_5_turbo,s7,gpt35
IE,2.1892808338139756e-4,0.0019810605449624517,-0.0036639505847450076,0.0041018067515078025,0,TEMPLATE,gpt_3_5_turbo,s7,gpt35
SE,-0.0014807563971641442,0.035722044841089165,-0.0714959642856989,0.06853445149137061,0,TEMPLATE,gpt_3_5_turbo,s7,gpt35
TV,-4.306276914230178e-4,0.04062532625634613,-0.08005626715386142,0.07919501177101539,0,TEMPLATE,gpt_3_5_turbo,s8,gpt35
DE,0.00637193261320817,0.014914191466978994,-0.02285988266207066,0.035603747888487,0,TEMPLATE,gpt_3_5_turbo,s8,gpt35
IE,0.0025606587977270554,0.002058155196018273,-0.0014733253864687595,0.006594642981922871,0,TEMPLATE,gpt_3_5_turbo,s8,gpt35
SE,0.00424190150690413,0.03669416426841998,-0.06767866045919903,0.0761624634730073,0,TEMPLATE,gpt_3_5_turbo,s8,gpt35
TV,-0.009428183926149485,0.04068873824620292,-0.08917811088870721,0.07032174303640824,0,TEMPLATE,gpt_3_5_turbo,s9,gpt35
DE,0.034870157968112575,0.020332591394419185,-0.004981721164949028,0.07472203710117417,0,TEMPLATE,gpt_3_5_turbo,s9,gpt35
IE,0.04139761608886964,0.011303837840351962,0.019242093921779793,0.06355313825595948,+,TEMPLATE,gpt_3_5_turbo,s9,gpt35
SE,0.0029007258053924162,0.03614887417704049,-0.06795106758160695,0.07375251919239177,0,TEMPLATE,gpt_3_5_turbo,s9,gpt35
TV,-0.004434402715016915,0.04068444277318269,-0.084175910550455,0.07530710512042117,0,TEMPLATE,gpt_3_5_turbo,s10,gpt35
DE,-0.01180564031259419,0.014818301364729837,-0.04084951098746467,0.017238230362276293,0,TEMPLATE,gpt_3_5_turbo,s10,gpt35
IE,-0.007381773009856482,0.003648531604505412,-0.014532894954687089,-2.3065106502587543e-4,-,TEMPLATE,gpt_3_5_turbo,s10,gpt35
SE,1.0535412279209466e-5,0.03642621327572012,-0.07138484260813223,0.07140591343269063,0,TEMPLATE,gpt_3_5_turbo,s10,gpt35
TV,0.002821267632922759,0.04066900365656594,-0.07688997953394648,0.082532514799792,0,TEMPLATE,gpt_3_5_turbo,s11,gpt35
DE,0.00410110377913739,0.014997614486880678,-0.025294220615148737,0.03349642817342352,0,TEMPLATE,gpt_3_5_turbo,s11,gpt35
IE,-0.002521785961444089,0.001568845351990915,-0.005596722851346283,5.531509284581043e-4,0,TEMPLATE,gpt_3_5_turbo,s11,gpt35
SE,0.00380162210765872,0.03649740386507657,-0.06773328946789135,0.07533653368320879,0,TEMPLATE,gpt_3_5_turbo,s11,gpt35
TV,-0.17903444568756988,0.0409452792485751,-0.2592871930147771,-0.09878169836036269,-,TEMPLATE,gpt_3_5_turbo,s12,gpt35
DE,-0.1676738562263394,0.014899336292642909,-0.1968765553599195,-0.1384711570927593,-,TEMPLATE,gpt_3_5_turbo,s12,gpt35
IE,-0.0011754535502769253,0.0026865624767875174,-0.006441116004780459,0.004090208904226608,0,TEMPLATE,gpt_3_5_turbo,s12,gpt35
SE,0.012536043011507415,0.03365663395572517,-0.053430959541713924,0.07850304556472876,0,TEMPLATE,gpt_3_5_turbo,s12,gpt35
TV,-0.007755985974912296,0.03720738815736683,-0.08068246676335128,0.06517049481352669,0,TEMPLATE,llama_3_1_8b_instant,s1,llama8b
DE,-0.019790727024883888,0.016189326647476833,-0.05152180725393848,0.011940353204170702,0,TEMPLATE,llama_3_1_8b_instant,s1,llama8b
IE,-0.013012490512755229,0.004498870130775839,-0.02183027596907587,-0.004194705056434584,-,TEMPLATE,llama_3_1_8b_instant,s1,llama8b
SE,9.777494627836321e-4,0.03508253339992643,-0.06778401600107217,0.06973951492663943,0,TEMPLATE,llama_3_1_8b_instant,s1,llama8b
TV,-0.26069872680338263,0.03729285797241367,-0.3337927284293134,-0.18760472517745186,-,TEMPLATE,llama_3_1_8b_instant,s2,llama8b
DE,-0.23832924761019675,0.014597888010700966,-0.26694110811117067,-0.20971738710922286,-,TEMPLATE,llama_3_1_8b_instant,s2,llama8b
IE,6.056641565689718e-4,0.004278496798696674,-0.007780189568876508,0.008991517882014452,0,TEMPLATE,llama_3_1_8b_instant,s2,llama8b
SE,0.021763815036616924,0.028768085164429028,-0.03462163188566397,0.07814926195889782,0,TEMPLATE,llama_3_1_8b_instant,s2,llama8b
TV,0.1588663054144088,0.037907189372417265,0.08456821424447096,0.23316439658434662,+,TEMPLATE,llama_3_1_8b_instant,s3,llama8b
DE,0.13410655823640968,0.014106758804220762,0.106457310980137,0.16175580549268237,+,TEMPLATE,llama_3_1_8b_instant,s3,llama8b
IE,-0.0030087298250756848,0.003724857685886608,-0.010309450889413437,0.004291991239262067,0,TEMPLATE,llama_3_1_8b_instant,s3,llama8b
SE,-0.021751017352923428,0.03927277875067629,-0.09872566370424896,0.05522362899840211,0,TEMPLATE,llama_3_1_8b_instant,s3,llama8b
TV,-0.25847297660493396,0.037149685506104264,-0.33128636019689833,-0.18565959301296958,-,TEMPLATE,llama_3_1_8b_instant,s4,llama8b
DE,-0.25905765529205865,0.014757623703079278,-0.28798259775009405,-0.23013271283402326,-,TEMPLATE,llama_3_1_8b_instant,s4,llama8b
IE,-0.004216405137186414,0.004110491363892067,-0.012272968210414865,0.0038401579360420367,0,TEMPLATE,llama_3_1_8b_instant,s4,llama8b
SE,0.0036317264500617293,0.02788549630016713,-0.05102384629826584,0.058287299198389306,0,TEMPLATE,llama_3_1_8b_instant,s4,llama8b
TV,-0.05098031862699137,0.03835043949038574,-0.1261471800281474,0.024186542774164668,0,TEMPLATE,llama_3_1_8b_instant,s5,llama8b
DE,-0.051194230545589726,0.015638644601906934,-0.08184597396532732,-0.020542487125852136,-,TEMPLATE,llama_3_1_8b_instant,s5,llama8b
IE,2.494056685030033e-4,0.0023722990071052526,-0.004400300385423292,0.004899111722429298,0,TEMPLATE,llama_3_1_8b_instant,s5,llama8b
SE,-4.6331758710135807e-4,0.03484148777992717,-0.0687526336357586,0.06782599846155589,0,TEMPLATE,llama_3_1_8b_instant,s5,llama8b
TV,0.16335758348489673,0.03780397264232733,0.08926179710593517,0.2374533698638583,+,TEMPLATE,llama_3_1_8b_instant,s6,llama8b
DE,0.1705357553028688,0.014593995573874202,0.14193152397807535,0.19913998662766225,+,TEMPLATE,llama_3_1_8b_instant,s6,llama8b
IE,0.003743446321452644,0.004969180211313334,-0.00599614689272149,0.013483039535626778,0,TEMPLATE,llama_3_1_8b_instant,s6,llama8b
SE,0.0034347254965194254,0.03958137123175895,-0.07414476211772812,0.08101421311076697,0,TEMPLATE,llama_3_1_8b_instant,s6,llama8b
TV,-0.05173282333014576,0.03832294371324048,-0.1268457930080971,0.023380146347805573,0,TEMPLATE,llama_3_1_8b_instant,s7,llama8b
DE,-0.052777314477290206,0.014858040866697491,-0.08189907457601729,-0.023655554378563124,-,TEMPLATE,llama_3_1_8b_instant,s7,llama8b
IE,-4.05753007056019e-4,0.0033352629637828724,-0.0069428684160704485,0.006131362401958411,0,TEMPLATE,llama_3_1_8b_instant,s7,llama8b
SE,-6.387381400884251e-4,0.034529802310335915,-0.06831715066834682,0.06703967438816996,0,TEMPLATE,llama_3_1_8b_instant,s7,llama8b
TV,-0.015393533709585645,0.03235088365140036,-0.07880126566633035,0.048014198247159065,0,TEMPLATE,llama_3_1_8b_instant,s8,llama8b
DE,-0.018761955877194314,0.015586781934939273,-0.04931204846967529,0.011788136715286661,0,TEMPLATE,llama_3_1_8b_instant,s8,llama8b
IE,-0.004986046915363059,0.002802758172277996,-0.010479452933027931,5.073591023018135e-4,0,TEMPLATE,llama_3_1_8b_instant,s8,llama8b
SE,0.0016176247477543873,0.03096403513881187,-0.05907188412431688,0.06230713361982565,0,TEMPLATE,llama_3_1_8b_instant,s8,llama8b
TV,-0.09548528428302672,0.040030931714860246,-0.1739459104441528,-0.01702465812190064,-,TEMPLATE,llama_3_1_8b_instant,s9,llama8b
DE,-0.042289867647324064,0.023235390756895714,-0.08783123353083966,0.003251498236191537,0,TEMPLATE,llama_3_1_8b_instant,s9,llama8b
IE,0.05184253869807561,0.01541552488956567,0.0216281099145269,0.08205696748162432,+,TEMPLATE,llama_3_1_8b_instant,s9,llama8b
SE,0.001352877937627041,0.03491152329393337,-0.06707370771848235,0.06977946359373645,0,TEMPLATE,llama_3_1_8b_instant,s9,llama8b
TV,-0.007755985974912296,0.03720738815736683,-0.08068246676335128,0.06517049481352669,0,TEMPLATE,llama_3_1_8b_instant,s10,llama8b
DE,-0.021344095689703555,0.016847703059833675,-0.05436559368697756,0.011677402307570448,0,TEMPLATE,llama_3_1_8b_instant,s10,llama8b
IE,-0.015561952020341423,0.005191187676060386,-0.025736679865419783,-0.005387224175263066,-,TEMPLATE,llama_3_1_8b_instant,s10,llama8b
SE,0.0019738423055501663,0.03514631052656299,-0.06691292632651329,0.07086061093761363,0,TEMPLATE,llama_3_1_8b_instant,s10,llama8b
TV,-0.01805448784054896,0.032831029334415306,-0.08240330533600296,0.04629432965490504,0,TEMPLATE,llama_3_1_8b_instant,s11,llama8b
DE,-0.013435592106512188,0.015406608581769794,-0.04363254492678098,0.01676136071375661,0,TEMPLATE,llama_3_1_8b_instant,s11,llama8b
IE,-9.642613320163535e-4,0.003855649319693346,-0.008521333998615311,0.006592811334582604,0,TEMPLATE,llama_3_1_8b_instant,s11,llama8b
SE,0.005583157066053129,0.030735094786962857,-0.05465762871639407,0.06582394284850032,0,TEMPLATE,llama_3_1_8b_instant,s11,llama8b
